track_id	subtraj_id	mode	p_coeff_um-2	lifetime_s	area_nm2	distance_nm	steps
7	2	free_diff	135.1660726182955	0.384	41.0	1175.0	12
7	3	confined	1115.1525089324073	0.32	7.0	458.0	10
7	4	free_diff	9.160009529036232	0.41600000000000004	194.0	1750.0	13
7	5	confined	1416.608558058177	0.896	5.0	428.0	28
7	6	free_diff	0.03329842807992766	13.92	18079.0	60769.0	435
7	7	confined	2122.08482623587	0.896	5.0	483.0	28
7	8	free_diff	0.42101730308347785	3.104	2400.0	13632.0	97
7	9	confined	657.20101672869	0.544	14.0	743.0	17
7	10	free_diff	1.2801088083244334	2.496	1199.0	10561.0	78
8	0	free_diff	2.5893864759257808	2.08	847.0	9828.0	65
8	1	confined	601.0669487974238	0.352	5.0	259.0	11
8	2	free_diff	3.8235571902617993	4.032	889.0	16941.0	126
8	3	confined	2785.6100297879684	0.448	2.0	242.0	14
8	4	free_diff	0.2874777734277218	18.528	6951.0	78770.0	579
9	0	free_diff	1.4238312525513976	3.232	1324.0	14222.0	101
9	1	confined	1814.979434943568	0.864	3.0	351.0	27
9	2	free_diff	0.24558435906982332	21.344	8217.0	92527.0	667
10	0	free_diff	4.446706819131618	4.768	4852.0	75742.0	149
10	1	confined	666.0833810028414	0.448	7.0	342.0	14
10	2	free_diff	4.61078924560771	7.968	7148.0	138486.0	249
10	3	confined	11728.19529229338	0.28800000000000003	2.0	266.0	9
10	4	free_diff	0.4790668143860145	11.968	4050.0	47730.0	374
11	0	free_diff	0.14349910861860027	7.168	6020.0	30371.0	224
11	1	confined	1837.8309704207184	0.896	2.0	324.0	28
11	2	free_diff	18.355130358885955	0.96	205.0	4132.0	30
11	3	confined	306.6558182167845	0.672	18.0	589.0	21
11	4	free_diff	0.47752551606196586	15.744	5091.0	68995.0	492
12	0	free_diff	0.3302880945042534	9.76	4919.0	43586.0	305
12	1	confined	1797.1537954916546	0.64	3.0	328.0	20
12	2	free_diff	0.2623693699332554	4.736	3661.0	20561.0	148
12	3	confined	1535.996802922228	1.312	3.0	456.0	41
12	4	free_diff	0.8359777462057796	5.024	2223.0	22629.0	157
12	5	confined	739.6055496239862	0.64	14.0	679.0	20
12	6	free_diff	0.9499879260101102	3.3280000000000003	1617.0	14151.0	104
13	0	free_diff	0.08209296530601118	6.784	8119.0	29462.0	212
13	1	confined	180.8955260370467	1.088	23.0	745.0	34
13	2	free_diff	1.3435021662391502	1.6	949.0	6406.0	50
13	3	confined	738.2862660052785	1.472	9.0	794.0	46
13	4	free_diff	1.6680332631592836	14.496	2498.0	59738.0	453
14	0	free_diff	2.2647923999352693	2.592	982.0	11986.0	81
14	1	confined	938.9610779629533	0.512	5.0	338.0	16
14	2	free_diff	2.031727387305143	10.752	7312.0	74649.0	336
14	3	confined	4145.850497397769	0.448	58.0	5362.0	14
14	4	free_diff	17.446225971962576	5.44	3794.0	118626.0	170
14	5	confined	1738.8161635786212	0.224	10.0	601.0	7
14	6	free_diff	21.260691373601357	0.608	128.0	2012.0	19
14	7	confined	1358.7314825336364	0.64	8.0	622.0	20
14	8	free_diff	0.649546835963959	4.224	2317.0	18970.0	132
15	0	confined	297.85733315698155	1.024	4.0	344.0	32
15	1	free_diff	0.37874980765306027	5.76	3486.0	25553.0	180
15	2	confined	1810.567803359135	0.384	4.0	306.0	12
15	3	free_diff	0.8117014420079903	9.664	3050.0	41820.0	302
15	4	confined	1743.2271586359254	1.6640000000000001	4.0	606.0	52
15	5	free_diff	0.4817310774810401	6.944	3398.0	30233.0	217
16	0	free_diff	0.13601716643834755	15.200000000000001	8843.0	63980.0	475
16	1	confined	156.0160634898581	1.8880000000000001	21.0	785.0	59
16	2	free_diff	0.977879989014553	5.408	2007.0	22753.0	169
16	3	confined	3330.6248783194533	0.256	3.0	205.0	8
16	4	free_diff	0.9969292097292657	2.08	1337.0	9617.0	65
16	5	confined	2036.34177453983	0.448	3.0	241.0	14
16	6	free_diff		0.16			5
17	0	free_diff	0.35499326388322244	11.104000000000001	4942.0	48543.0	347
17	1	confined	2699.5315150820747	0.28800000000000003	3.0	258.0	9
17	2	free_diff	0.342512057873255	8.192	4300.0	34766.0	256
17	3	confined	1289.7895857863296	0.5760000000000001	2.0	267.0	18
17	4	free_diff	45.87278007605492	0.48	70.0	1497.0	15
18	0	free_diff	0.18884025032044374	7.264	5484.0	31792.0	227
19	0	free_diff	1.2762061054860077	2.7840000000000003	1220.0	11322.0	87
