track_id	subtraj_id	mode	p_coeff_um-2	lifetime_s	area_nm2	distance_nm	steps
0	0	free_diff	0.8201993301274224	2.601	1427.0	51.0	
0	1	confined	1314.1311921174447	0.5609999999999999	4.0	443.0	11.0
0	2	free_diff	18.454806795273036	1.275	117.0	25.0	
1	0	confined	3841.962770234383	0.969	3.0	799.0	19.0
1	1	free_diff	0.6846121567522863	6.273	2203.0	123.0	
1	2	confined	608.1885044954696	0.51	12.0	698.0	10.0
1	3	free_diff	35.55680612418637	1.428	154.0	28.0	
2	0	free_diff	0.3614314444123176	6.2219999999999995	2944.0	122.0	
2	1	confined	3197.2909936253495	4.130999999999999	6.0	2867.0	81.0
2	2	free_diff	0.1632231061812177	9.485999999999999	5705.0	186.0	
2	3	confined	568.7026353697793	0.9179999999999999	11.0	912.0	18.0
2	4	free_diff	2.9598042155073037	4.386	777.0	86.0	
3	0	free_diff	0.17600118837459777	7.547999999999999	4740.0	148.0	
3	1	confined	444.4598684491885	1.1219999999999999	13.0	1092.0	22.0
3	2	free_diff	0.2880717073591786	6.119999999999999	3551.0	120.0	
3	3	confined	534.5666850562029	0.6629999999999999	9.0	615.0	13.0
3	4	free_diff	4.554495642769838	2.907	386.0	57.0	
4	0	confined	1499.9285115784025	1.377	6.0	1040.0	27.0
4	1	free_diff	0.3134876515122809	5.151	2338.0	101.0	
4	2	confined	870.923749339322	0.5609999999999999	5.0	391.0	11.0
4	3	free_diff	590.7400941018592	0.408	9.0	8.0	
4	4	confined	1064.1682718677214	1.071	8.0	1003.0	21.0
4	5	free_diff	0.13717224792730714	14.382	6653.0	282.0	
5	0	free_diff	1.4509550092345602	4.59	847.0	90.0	
5	1	confined	602.5012468811342	0.612	7.0	481.0	12.0
5	2	free_diff		0.051		1.0	
5	3	confined	148.04888901481087	1.1729999999999998	17.0	871.0	23.0
5	4	free_diff		0.255		5.0	
5	5	confined	982.2622348865593	0.612	5.0	548.0	12.0
5	6	free_diff		0.051		1.0	
5	7	confined	687.3522089050756	0.5609999999999999	5.0	397.0	11.0
5	8	free_diff		0.255		5.0	
5	9	confined	455.62273672839257	0.7649999999999999	7.0	498.0	15.0
5	10	free_diff	0.8063051822999566	6.273	1584.0	123.0	
5	11	confined	5962.223283376175	0.51	2.0	309.0	10.0
5	12	free_diff	8.126789172301523	2.754	306.0	54.0	
5	13	confined	504.44906861271664	0.7649999999999999	7.0	565.0	15.0
5	14	free_diff	101.95020255005892	0.612	43.0	12.0	
6	0	free_diff	3.770004581143767	4.233	818.0	83.0	
6	1	confined	1406.5126176089952	0.6629999999999999	3.0	391.0	13.0
6	2	free_diff		0.051		1.0	
6	3	confined	701.9462684937962	1.02	8.0	813.0	20.0
6	4	free_diff	2.2566384821749854	2.193	685.0	43.0	
7	0	free_diff	815.9568949263902	0.7649999999999999	7.0	15.0	
7	1	confined	910.2934297812599	0.7649999999999999	10.0	850.0	15.0
7	2	free_diff	0.30486792668837387	13.719	5059.0	269.0	
8	0	free_diff	11.188592392726354	1.428	133.0	28.0	
8	1	confined	1218.5254524605705	0.5609999999999999	5.0	504.0	11.0
8	2	free_diff	105.5766590283459	1.02	28.0	20.0	
8	3	confined	1506.255357170283	0.7649999999999999	5.0	679.0	15.0
8	4	free_diff	1.4532222885377961	12.443999999999999	1834.0	244.0	
8	5	confined	1203.4553209066776	0.714	8.0	894.0	14.0
8	6	free_diff	0.5937368094520502	7.6499999999999995	2126.0	150.0	
9	0	free_diff	110.07108671578338	1.071	26.0	21.0	
9	1	confined	715.6638167133385	0.51	7.0	506.0	10.0
9	2	free_diff	4.104808357703471	2.3459999999999996	434.0	46.0	
9	3	confined	515.5468009451564	0.612	7.0	473.0	12.0
9	4	free_diff	0.43601828079642346	7.547999999999999	2394.0	148.0	
9	5	confined	1938.3834937466966	0.51	4.0	440.0	10.0
10	0	free_diff	4.273871566607405	0.7649999999999999	400.0	15.0	
10	1	confined	801.0690787743306	0.51	10.0	619.0	10.0
10	2	free_diff		0.051		1.0	
10	3	confined	862.5440264584814	1.02	9.0	988.0	20.0
10	4	free_diff	22.2472353977365	1.4789999999999999	129.0	29.0	
11	0	free_diff		0.051		1.0	
11	1	confined	911.0562158062844	1.8359999999999999	7.0	1081.0	36.0
11	2	free_diff	6.703310627293915	1.632	195.0	32.0	
11	3	confined	1104.4624861757643	0.6629999999999999	5.0	521.0	13.0
11	4	free_diff	8.99099154654399	2.2439999999999998	355.0	44.0	
11	5	confined	781.6692234156908	1.1729999999999998	10.0	809.0	23.0
11	6	free_diff	3.634468270636126	4.284	468.0	84.0	
