confined,free
0.7649999999999999,2.601
1.3259999999999998,1.071
0.6629999999999999,2.8049999999999997
4.233,8.415
0.969,5.864999999999999
1.1729999999999998,1.3259999999999998
0.7649999999999999,2.6519999999999997
0.5609999999999999,6.119999999999999
1.428,9.434999999999999
2.55,4.386
1.1219999999999999,7.547999999999999
0.51,6.018
1.938,2.295
1.377,4.691999999999999
1.071,2.8049999999999997
0.51,10.353
0.6629999999999999,0.51
0.612,3.57
0.867,0.153
1.938,0.051
0.51,0.9179999999999999
0.7649999999999999,4.436999999999999
0.51,1.5299999999999998
0.612,0.5609999999999999
0.51,0.5609999999999999
3.1109999999999998,4.130999999999999
0.51,2.0909999999999997
1.785,2.2439999999999998
0.9179999999999999,11.526
1.3259999999999998,0.255
1.3259999999999998,0.51
1.1729999999999998,4.997999999999999
0.7649999999999999,7.0889999999999995
0.6629999999999999,5.814
0.612,0.5609999999999999
0.867,0.153
0.5609999999999999,2.04
2.0909999999999997,9.129
1.8869999999999998,0.6629999999999999
0.51,2.193
1.1729999999999998,1.6829999999999998
1.1729999999999998,0.408
1.1219999999999999,2.0909999999999997
0.867,5.252999999999999
2.295,0.051
2.04,0.255
0.5609999999999999,0.204
0.7649999999999999,0.204
0.51,6.680999999999999
1.581,0.7649999999999999
1.224,0.969
0.5609999999999999,2.142
3.1109999999999998,0.051
1.8359999999999999,0.306
0.51,0.7649999999999999
0.51,1.734
0.51,1.4789999999999999
0.51,0.051
0.9179999999999999,0.816
1.785,4.029
1.02,0.255
1.428,0.153
0.6629999999999999,0.408
0.612,0.816
1.4789999999999999,0.7649999999999999
1.224,0.816
1.1729999999999998,5.712
0.5609999999999999,2.6519999999999997
1.4789999999999999,6.273
0.51,5.558999999999999
1.377,2.3459999999999996
1.734,1.3259999999999998
0.867,2.9579999999999997
1.3259999999999998,1.785
0.6629999999999999,3.0599999999999996
2.0909999999999997,8.517
3.6719999999999997,1.02
0.816,0.816
3.264,0.408
1.734,0.204
1.071,0.255
1.1219999999999999,0.051
1.071,0.357
0.5609999999999999,0.051
1.224,9.639
1.224,0.051
2.55,1.02
0.51,4.997999999999999
0.612,11.168999999999999
0.714,24.683999999999997
0.5609999999999999,7.598999999999999
0.816,3.1109999999999998
7.14,0.102
3.2129999999999996,0.051
0.9179999999999999,1.9889999999999999
9.894,1.02
1.377,0.051
0.969,0.153
0.714,1.9889999999999999
0.816,0.45899999999999996
2.3459999999999996,1.5299999999999998
0.5609999999999999,1.275
3.5189999999999997,5.864999999999999
1.4789999999999999,8.109
2.448,2.55
1.938,1.02
1.275,4.436999999999999
0.6629999999999999,1.9889999999999999
1.02,2.8049999999999997
1.581,6.680999999999999
2.6519999999999997,1.8359999999999999
2.2439999999999998,9.129
1.785,0.204
0.6629999999999999,1.734
1.071,3.009
0.969,2.3459999999999996
0.969,2.4989999999999997
0.51,2.8049999999999997
1.8359999999999999,0.306
3.8249999999999997,0.051
0.816,0.102
0.6629999999999999,3.6209999999999996
2.601,8.772
0.714,2.6519999999999997
1.8359999999999999,1.6829999999999998
0.612,1.938
1.071,0.45899999999999996
0.612,3.6719999999999997
1.5299999999999998,5.202
1.02,4.436999999999999
0.612,4.947
0.867,0.51
2.04,1.9889999999999999
1.428,2.6519999999999997
0.612,2.295
1.632,2.397
2.3459999999999996,0.7649999999999999
0.51,0.102
1.4789999999999999,0.051
0.612,0.051
1.785,6.069
2.142,4.641
3.6719999999999997,4.59
0.612,0.45899999999999996
1.428,10.455
0.867,0.357
2.448,0.255
1.1219999999999999,5.609999999999999
0.6629999999999999,6.2219999999999995
0.969,0.102
0.51,2.295
0.612,0.102
0.969,0.5609999999999999
0.51,6.528
0.816,0.714
0.7649999999999999,0.306
5.303999999999999,0.051
1.275,0.153
0.867,1.1729999999999998
1.3259999999999998,0.816
0.7649999999999999,2.04
1.02,0.102
1.581,0.6629999999999999
7.037999999999999,2.703
1.275,4.997999999999999
1.1219999999999999,1.6829999999999998
0.816,0.153
1.1219999999999999,0.102
0.969,2.907
1.071,4.641
0.867,1.4789999999999999
0.51,1.428
0.6629999999999999,0.153
0.612,0.255
0.6629999999999999,0.306
0.969,0.102
1.02,1.428
0.969,0.45899999999999996
0.9179999999999999,4.742999999999999
1.581,6.119999999999999
0.612,2.0909999999999997
0.9179999999999999,1.1219999999999999
0.867,3.9779999999999998
1.1219999999999999,3.162
0.7649999999999999,2.8049999999999997
0.5609999999999999,1.428
0.969,0.867
5.252999999999999,6.579
0.5609999999999999,3.264
6.119999999999999,7.037999999999999
0.9179999999999999,0.051
0.6629999999999999,1.5299999999999998
0.51,0.153
0.51,1.785
3.3659999999999997,0.153
0.5609999999999999,0.153
1.071,0.204
1.224,1.428
0.9179999999999999,0.6629999999999999
0.51,5.406
0.6629999999999999,0.714
0.7649999999999999,0.714
1.428,0.357
0.7649999999999999,2.8049999999999997
1.1729999999999998,1.9889999999999999
0.5609999999999999,2.3459999999999996
0.51,0.5609999999999999
0.612,6.834
2.3459999999999996,1.1219999999999999
1.1729999999999998,0.255
0.7649999999999999,0.612
0.969,0.45899999999999996
0.6629999999999999,1.938
0.867,2.142
0.867,0.612
0.51,0.408
0.714,5.558999999999999
1.275,0.45899999999999996
10.251,3.5189999999999997
3.2129999999999996,0.204
2.9579999999999997,0.9179999999999999
1.02,0.7649999999999999
2.55,0.306
0.51,0.357
1.02,1.1219999999999999
0.969,0.612
0.7649999999999999,6.680999999999999
1.1219999999999999,0.5609999999999999
1.8359999999999999,0.357
1.377,0.408
2.2439999999999998,0.7649999999999999
1.632,0.714
1.6829999999999998,2.0909999999999997
1.02,4.691999999999999
0.969,0.051
0.7649999999999999,4.691999999999999
0.612,3.5189999999999997
0.51,11.219999999999999
1.3259999999999998,2.2439999999999998
1.3259999999999998,1.632
0.969,3.009
1.377,1.3259999999999998
1.632,0.867
3.315,1.1219999999999999
1.02,1.1219999999999999
1.4789999999999999,0.7649999999999999
1.785,0.102
0.51,2.193
0.5609999999999999,3.6209999999999996
,0.306
,0.714
,0.204
,0.051
,0.204
,0.051
,0.51
,0.051
,0.612
,0.9179999999999999
,0.051
,0.816
,0.051
,1.224
,0.816
,1.938
,1.071
,0.255
,10.658999999999999
,2.601
,0.204
,3.876
,3.009
,0.45899999999999996
,2.2439999999999998
,4.947
,1.8869999999999998
,4.029
,4.997999999999999
,0.6629999999999999
,1.02
,0.051
,3.2129999999999996
,13.719
,3.0599999999999996
,7.497
,1.581
,14.738999999999999
,2.9579999999999997
,0.816
,0.5609999999999999
,0.816
,0.6629999999999999
,0.51
,0.051
,0.969
,0.5609999999999999
,0.357
,6.63
,0.204
,3.2129999999999996
,1.377
,0.7649999999999999
,2.754
,0.306
,2.04
,0.7649999999999999
,2.397
,0.5609999999999999
,12.087
,0.816
,0.867
,2.448
,4.130999999999999
,0.714
,0.5609999999999999
,7.343999999999999
,0.7649999999999999
,1.632
,5.864999999999999
,2.04
